id	source_id	related_id	quantity	sort_order
D4DFB2E924D349468C344BD6991D1E1E	6020DB29814C4D838E60D315A1C95E8C	6FDC98DD18994CE48BA6941298BE24FE	10	85
A0CC60C4572D4B11BF58A1E2A0A1CA64	83890B1872744031BBB8EC2DBC37D5C6	716E5777B3EB47368F424B9381975A92	1	150
D7D67568310645EDACF56A46A1105AEC	4671046481084A79BC25AAA2523E9CC3	731FC75EC97642ED9DEB270AB0F0B505	1	25
E3B26A650FA543AFAAFD322160ACA5E0	01B2F67D451D491D84FD5209F44A8F35	7382E984BE2345DF8CBF650169C34F7B	1	20
E6629E0E47174493A1CA735852E348FE	83890B1872744031BBB8EC2DBC37D5C6	7382E984BE2345DF8CBF650169C34F7B	15	175
8074E6CB60BA47988CE7DBE114E687D5	6D511886B1E946CC9C5E78C29D2D8383	754B4C062A7241A2B512BB0B96276F8E	2	35
3C4368354F5D4315A11762A7ED60BB42	4C40CCBC9E864E9CA7BE8A93423BD362	76888E2639AD4B998AD492DBB1107753	3	55
111FB7A5104D492B9A25D75E9CF474FC	83890B1872744031BBB8EC2DBC37D5C6	799A51B95676484691318B717A02B680	1	5
00B291C6E2634B48B8BB2E4DADAEB5A6	526C66B626B64BCB869ACBB083A900A3	79D68567065045F59E19125898CFF019	1	15
73ED277A8B244BF6A108D00A679EF287	7B2E1053EAF4424289FE4E6BA612A525	7A934DA66BC04562A1A729602654AF32	4	10
1C1FBFBCFBFC4DB6A2D47ED35F4FBFD3	4671046481084A79BC25AAA2523E9CC3	7B2E1053EAF4424289FE4E6BA612A525	1	35
5091487EB64C41E286DBB63D8CDE654F	7ED875D438FA400495A5968647376A2D	7CEA7517E81B4E2295C4CE963E53A27B	1	10
292D5E50536B4CD1806D59074A2F1458	052B70BA995D47CF834EF103CCE0D85E	7D10C7CAB2AF4F349A92FBD846EE3B28	1	20
22EE6F2AB39A48898CEA50B7859642A8	F4DA6D26838A40F4B0AB154A4288488B	7D40EEE469E44DECAA126C2DB65D0912	1	10
47782D584CE44D7A88904E6B613C9D5A	6020DB29814C4D838E60D315A1C95E8C	7E82C4D8C31A40F7B87092F8779E9BF1	6	70
9D7274EE4E6743779F5E91DFDB3F8FF7	6020DB29814C4D838E60D315A1C95E8C	7ED875D438FA400495A5968647376A2D	1	60
5228F536679A42D6A9F4824EC9C808BB	F4DA6D26838A40F4B0AB154A4288488B	7F2ABFB447CC449A81CC5327643F0F44	1	5
900C102D87D84A4EA939EA6F71A08B01	0AA62AED57B44C638A83F30D6F4AD77F	7F4A5A08195A44B597212A1B68451D30	1	10
62A70208317F4DA2BF562A7EC9271FB6	C505C3BB83EC46F383C1E5CFA67AACD2	8280D575FED242A89F2B763E5C3496C1	1	50
9916EB7D238D4ABB85A47444C6EF1996	0AA62AED57B44C638A83F30D6F4AD77F	8280D575FED242A89F2B763E5C3496C1	1	5
05B2FBC293B742BC9A0813A5514A8692	8E26F2709346433798969AE85A14BF25	83890B1872744031BBB8EC2DBC37D5C6	1	30
B72009E6743842158046C0E822C5AC81	83890B1872744031BBB8EC2DBC37D5C6	871F66D5D20444F283015F23F97AF229	2	165
505E6B93BA194A1D9F282772D90B0E11	83890B1872744031BBB8EC2DBC37D5C6	87F30D74CE024841A602B654DB87730A	2	135
9051A76C73584B5D8C57B84267E1F412	83890B1872744031BBB8EC2DBC37D5C6	8C4BC52979C4441DB58B7268AB4FF79D	1	25
56028345F43B4C6BBA619AACA7BE57A0	83890B1872744031BBB8EC2DBC37D5C6	8CA5994A5DF84E8C8847433AE34DBA91	1	90
45D7A8FC94704590B3687C4EF465B59D	6020DB29814C4D838E60D315A1C95E8C	8DD5C62F7ECF42A7BD9447A09210F7A8	4	105
B0859015050A4ACB9A24E1C579E8BD8E	83890B1872744031BBB8EC2DBC37D5C6	8E0DDE8AEBAD46E7BBF0BAFECFF12C0B	1	20
7CD2B042366346DE996062CF139BDF31	C505C3BB83EC46F383C1E5CFA67AACD2	8E26F2709346433798969AE85A14BF25	1	35
8A33013FC6D94054B7C02720BFD55457	8207FD7C23744F3B94ED75B8BDA76FCA	8E26F2709346433798969AE85A14BF25	1	35
45AE251F9D944D57B56C2997A3CFEBC8	01B2F67D451D491D84FD5209F44A8F35	92F838B911A249809DAC9633CFCABA0C	1	5
8668E3C9A2574E8181B7E0D68C6B93DD	6020DB29814C4D838E60D315A1C95E8C	93439C790F254876A0C28828F4D7647B	1	65
0FDA308C86BC42A984C50AAFACA561F7	6020DB29814C4D838E60D315A1C95E8C	E8DEE8E0C85242D683AB65FFEFE67F33	1	66
423CD7A3B791429697A1AE198A84B101	01B2F67D451D491D84FD5209F44A8F35	94231BB5B5B244CD91485F7F3F1DC667	1	50
32617228081D42129F458903290D7A09	4AE1B244824F42C49811A6FC33431D5E	951B2EBD9D544AD79BDD1A0603FAA4A3	1	20
B254E74B2D054A2CAA85CFD85A95A26E	4671046481084A79BC25AAA2523E9CC3	98DED6CDC1924D738BDBE9EA3B7D56F6	2	15
0F46EE6B86C44355BD3AA3E20620082E	6D511886B1E946CC9C5E78C29D2D8383	9984D6FD199046A59C5B1D62D0569B55	6	15
43BC01AC14054038B0017433EAFAA7DA	526C66B626B64BCB869ACBB083A900A3	99BC12E7341C440DBE5F5F038ACF9007	4	25
678F23B122D448F79A9B6C1EB2D1577D	83890B1872744031BBB8EC2DBC37D5C6	9AB89501B68743078B4BEDA5968D264B	2	85
9F68B170678C4233A2256A93CF03777F	8E26F2709346433798969AE85A14BF25	9B9C1A8A78BE478DBF0E2F8AE6C949FC	2	15
B8D566F224944747B2ACA65E731E7EB5	526C66B626B64BCB869ACBB083A900A3	9ECC245B665D40CCAB34646ADAA2D137	1	30
C82E849ACB48419EAAF5345E61DB524B	4671046481084A79BC25AAA2523E9CC3	9EF3CD4874C6451E8166FFF2605BFB71	1	20
3F2F46EF03CF44F4B25C443AA33E6BB1	01B2F67D451D491D84FD5209F44A8F35	A0F354B0E35D441C8A14D648FC697567	1	35
C1FB1AB3F7A04EB5A5973B0C514A0305	7ED875D438FA400495A5968647376A2D	A131DD7D3ED744648DB7E11DFED891EC	1	5
B10A22CC6B5C4C47B01FEDE5BA0684E3	6020DB29814C4D838E60D315A1C95E8C	A142500C32E3426C88EF9ECF3CCDE1F4	2	95
BCC0C1F89D114207800026B3BEB750DC	7ED875D438FA400495A5968647376A2D	A251369967D4449689A8BF6871FF4A88	1	35
E0165D52953E4C0394CC4B1D11EE1C6D	4C40CCBC9E864E9CA7BE8A93423BD362	A322282BD2B34FCAB8B33564096C53C7	1	80
7F5C56C6843A41C3A4BB6CB29DB5D18D	83890B1872744031BBB8EC2DBC37D5C6	A440E01B301743FFA157D78C9B4BA680	2	125
9D2D58FD47784642AECB9AF88C1453B4	6020DB29814C4D838E60D315A1C95E8C	A456BC07346E4A789C459B6BBF26714A	4	5
36770EA3A2384635A1AD04F944447A0F	7B2E1053EAF4424289FE4E6BA612A525	A48FFEC7AA934538BA6AE4099C0CEDFF	4	30
34B7502CD704402AB7B6B838D6F95F86	01B2F67D451D491D84FD5209F44A8F35	A52C0F9ECB3A4CC49E4EEED2024FD08F	1	55
47D4586090184EB2830156452AD1737C	83890B1872744031BBB8EC2DBC37D5C6	A52C0F9ECB3A4CC49E4EEED2024FD08F	20	55
0812AA2960CE45ED9883D2B507228FA4	83890B1872744031BBB8EC2DBC37D5C6	A80E5813B46441C894DBB5D55C0EA39F	1	180
17E4DFDEA0C9461FB55AA31089EB537F	B45D963DC92D418F93889CBE3538DE25	A80E5813B46441C894DBB5D55C0EA39F	2	55
B9C4E8F315AD49DF961592CCCE4EF016	7ED875D438FA400495A5968647376A2D	A80E5813B46441C894DBB5D55C0EA39F	1	20
59F6EF20FC09476D8686D8205EB8A1F7	8207FD7C23744F3B94ED75B8BDA76FCA	A8D5E839DF11472A86619F0E519134FE	1	15
B041844FD40547FF90A64A151C377B87	C505C3BB83EC46F383C1E5CFA67AACD2	A8D5E839DF11472A86619F0E519134FE	1	15
A0E9DB8D1E984EAE96BA7B24D8CEF14B	32E4F0D6C32243B7853FC21782C2D9A4	ACC1D756F6744B10AFEF4779C62159D0	2	5
6E4E15795FEC4020982FECCA55EB61EC	32E4F0D6C32243B7853FC21782C2D9A4	AE2B508EBB3A4077A63A3A10140157FF	2	70
3B510CDA589C4863928A8C6AC695C19B	6020DB29814C4D838E60D315A1C95E8C	B037E694D6F54471873E854DB94C278D	2	10
C28E667E7A8E40B19D94FB044FA07E05	B45D963DC92D418F93889CBE3538DE25	B145C2A394C347919EDC027C4FF88F67	1	10
CD792A9A57E04B31B463A88CB2FE0085	83890B1872744031BBB8EC2DBC37D5C6	B31044B68D444D1BB42DB5EF01B83350	5	40
02E972A4B6614BC28F1C35A0BF601F0F	8E26F2709346433798969AE85A14BF25	B45D963DC92D418F93889CBE3538DE25	1	25
D32A48AB1F2A461BB0C78B48ED639196	3AEFB5C97E964E0C8915370092022410	5B7718FB0D664AE085F02A5955ABB84D	2	4
90C787FFED344DC9AB8315DFD496F2F8	3AEFB5C97E964E0C8915370092022410	B6DC50A1D493430591C39ECEFDB8D7FA	2	5
DDF3A9FD5F8D49799060E9276B30D9FE	3AEFB5C97E964E0C8915370092022410	280561933070408F9877B400604CCCAB	1	25
E7BF3A10CD2E4AC3AD8EDE9C86FCD75A	F4DA6D26838A40F4B0AB154A4288488B	B7EA821806164558BDC66334C835C51F	1	25
1E67FBA763914EA2AD513742BE782950	B45D963DC92D418F93889CBE3538DE25	B7FDD251BCAD40F29325E48C7F99D385	1	15
CA1AFDB055C74115B986FFE6982A9805	052B70BA995D47CF834EF103CCE0D85E	B967B5AAEF344577BE9A65A52E5C3CE9	3	15
C18B0ED0954D489E85B91B6155E96C48	83890B1872744031BBB8EC2DBC37D5C6	BA879C760A024B2D82E9BC0F5C5C6DA7	1	50
80876F1FEAFB49BF9876039DCEEFF512	4C40CCBC9E864E9CA7BE8A93423BD362	BAD8BAD29FED4C1A83FC83A1253871CD	4	60
8AF83AF5B89644E29E5DFBF7CF415EAA	6020DB29814C4D838E60D315A1C95E8C	BAD8BAD29FED4C1A83FC83A1253871CD	4	80
AD5B3391318A48259DD115991DE6E9FC	526C66B626B64BCB869ACBB083A900A3	BAD8BAD29FED4C1A83FC83A1253871CD	4	45
0E303CA29BFE4FC592495817A04B7571	8E26F2709346433798969AE85A14BF25	BB375BA8D1F047B5BD7822FE08679A31	6	10
2A2BBC5799D34BB18FD314D0E075BAF7	83890B1872744031BBB8EC2DBC37D5C6	BD7B0236D257449EA231F1E09E763D93	1	145
1CD8DF6F4F7241ADA032143F295A3A75	32E4F0D6C32243B7853FC21782C2D9A4	BE3E46EFDCC9401582B728D477930A33	2	10
26717BED797E47E88E30BD5D359C9A57	83890B1872744031BBB8EC2DBC37D5C6	BE6FF3B5CA204384A1FDA14F4A6AD07E	5	190
E1E053F8F54C4D9BBA02C3CF14BCB312	83890B1872744031BBB8EC2DBC37D5C6	BE86A830E127448D9475F0B97B727284	1	205
7842198A719B439793DE2F877796C10D	4C40CCBC9E864E9CA7BE8A93423BD362	BF77C9D47C334C31AB4358BEE5E1D5EE	4	15
FA136E379D4246AF9E214C9D25E3C202	6020DB29814C4D838E60D315A1C95E8C	C0F8E890509342469358F11DA2BAD8DC	1	20
4691041609E9453F91BCFC9611A40B05	83890B1872744031BBB8EC2DBC37D5C6	C217BBFEEF414B0C9AD19164A872DEB6	2	185
AE31A3966D6347B1B25A556EEA42E152	6020DB29814C4D838E60D315A1C95E8C	C2D5BC4B7C7A4E609E3357AB11222601	1	75
8D9BE265537D405E8C42DB792F521CFE	526C66B626B64BCB869ACBB083A900A3	C642BFF9C8E646B9ADDC52AEDEA3C9E6	1	10
95D075478ED94253A688BA3E755C547B	B45D963DC92D418F93889CBE3538DE25	C7F7F43D7CC148B6B8A2C3E204A6A631	7	20
72AF4824D0BC48A8835D3544A6B25F8E	32E4F0D6C32243B7853FC21782C2D9A4	C80FFD3CE7F24CB2B3A806EE5EA870EE	2	50
90A40E67A26541499703398CCEA30DE9	83890B1872744031BBB8EC2DBC37D5C6	CD7EF2CB70DC4581B0065648B93D7A75	16	60
EE862FE2CB5B4B17B6CC7401AE2F1BC4	7ED875D438FA400495A5968647376A2D	CD7EF2CB70DC4581B0065648B93D7A75	1	15
C25AD51DD454485FB59425016F617510	6020DB29814C4D838E60D315A1C95E8C	CEA5CD3AA9134705A99AD1E3EAD607E8	1	35
